# stamp x y z yaw vx vy vz angular_v
0.178000 0.000000 0.000000 -0.000709 0.000000 0.000001 -0.000016 -0.088711 -0.000009
0.198000 0.000001 0.000000 -0.001311 0.000000 -0.000010 -0.000010 -0.110497 -0.000003
0.218000 0.000002 0.000000 -0.001549 0.000000 -0.000020 -0.000014 -0.115420 -0.000004
0.238000 0.000004 0.000000 -0.001626 0.000000 -0.000025 -0.000014 -0.116533 -0.000004
0.258000 0.000006 0.000000 -0.001648 0.000000 -0.000027 -0.000014 -0.116785 -0.000004
0.278000 0.000008 0.000000 -0.001655 0.000000 -0.000028 -0.000014 -0.116842 -0.000004
0.298000 0.000009 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116855 -0.000004
0.318000 0.000011 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116858 -0.000004
0.338000 0.000013 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.358000 0.000015 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.378000 0.000016 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.398000 0.000018 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.418000 0.000020 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.438000 0.000022 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.458000 0.000023 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.478000 0.000025 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.498000 0.000027 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.518000 0.000029 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.538000 0.000030 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.558000 0.000032 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.578000 0.000034 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.598000 0.000036 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.618000 0.000037 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.638000 0.000039 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.658000 0.000041 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.678000 0.000043 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.698000 0.000044 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.718000 0.000046 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.738000 0.000048 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.758000 0.000050 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.778000 0.000051 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.798000 0.000053 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.818000 0.000055 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.838000 0.001899 -0.000016 -0.001653 -0.000017 0.095193 -0.002481 -0.116606 -0.002437
0.858000 0.006117 -0.000110 -0.001651 -0.000107 0.195747 -0.005867 -0.116687 -0.005211
0.878000 0.012225 -0.000221 -0.001653 -0.000196 0.292267 -0.001393 -0.116783 0.000410
0.898000 0.020223 -0.000075 -0.001655 -0.000018 0.387877 0.010510 -0.116818 0.011355
0.918000 0.030128 0.000094 -0.001656 0.000148 0.483805 0.007055 -0.116830 0.006185
0.938000 0.041947 0.000119 -0.001656 0.000141 0.579339 -0.007266 -0.116833 -0.009002
0.958000 0.055677 -0.000060 -0.001656 -0.000054 0.675125 -0.006945 -0.116834 -0.006755
0.978000 0.071323 -0.000153 -0.001656 -0.000134 0.770894 -0.001392 -0.116835 -0.000167
0.998000 0.088884 -0.000072 -0.001656 -0.000031 0.866615 0.005554 -0.116834 0.006201
1.018000 0.108360 -0.000001 -0.001656 0.000041 0.962394 0.002241 -0.116834 0.002042
1.038000 0.129751 -0.000028 -0.001656 0.000005 1.058075 -0.006289 -0.116834 -0.006707
1.058000 0.153056 -0.000170 -0.001656 -0.000133 1.153830 -0.005928 -0.116834 -0.005002
1.078000 0.178275 -0.000238 -0.001656 -0.000175 1.249422 0.003980 -0.116835 0.005962
1.098000 0.205403 0.000078 -0.001656 0.000165 1.344910 0.019065 -0.116834 0.018768
1.118000 0.234446 0.000380 -0.001656 0.000429 1.440774 0.012856 -0.116834 0.009836
1.138000 0.265391 0.000228 -0.001656 0.000191 1.534917 -0.035413 -0.116833 -0.039482
1.158000 0.298231 -0.000568 -0.001656 -0.000610 1.630823 -0.032916 -0.116833 -0.029194
1.178000 0.332990 -0.001039 -0.001656 -0.000958 1.725578 -0.001440 -0.116854 0.007435
1.198000 0.369606 -0.000102 -0.001656 0.000133 1.818524 0.068484 -0.116821 0.071419
1.218000 0.408135 0.000943 -0.001656 0.001112 1.915695 0.038546 -0.116830 0.030735
1.238000 0.448542 0.000809 -0.001656 0.000761 2.006361 -0.047809 -0.116587 -0.057781
1.258000 0.490760 -0.001147 -0.001654 -0.001281 2.099075 -0.108988 -0.116656 -0.103570
1.278000 0.534911 -0.002565 -0.001655 -0.002415 2.195053 -0.036661 -0.116746 -0.016436
1.298000 0.580861 -0.001721 -0.001651 -0.001159 2.284086 0.070756 -0.115388 0.085529
1.318000 0.628605 0.001021 -0.001644 0.001715 2.374451 0.162412 -0.116038 0.156070
1.338000 0.678166 0.002883 -0.001639 0.003182 2.464247 0.066080 -0.109256 0.040740
1.358000 0.729479 0.001873 -0.001403 0.001633 2.554020 -0.068803 -0.083177 -0.086757
1.378000 0.782589 -0.001056 -0.001322 -0.001495 2.644638 -0.167573 -0.096833 -0.163834
1.398000 0.837584 -0.004212 -0.001484 -0.004284 2.741773 -0.127141 -0.112067 -0.095613
1.418000 0.894586 -0.005755 -0.001592 -0.005058 2.840869 -0.055720 -0.115584 -0.014107
1.438000 0.953511 -0.006321 -0.001635 -0.004758 2.934188 0.012031 -0.116455 0.055191
1.458000 1.014317 -0.005311 -0.001649 -0.002997 3.028970 0.054439 -0.116695 0.083777
1.478000 1.077050 -0.004708 -0.001654 -0.001946 3.125632 0.009028 -0.116762 0.026481
1.498000 1.141706 -0.004798 -0.001655 -0.001723 3.221378 -0.001629 -0.116808 0.013853
1.518000 1.208274 -0.004580 -0.001656 -0.001226 3.316881 0.016682 -0.116825 0.028747
1.538000 1.276753 -0.004179 -0.001656 -0.000635 3.412416 0.025663 -0.116830 0.032984
1.558000 1.347143 -0.003598 -0.001656 0.000033 3.508026 0.030142 -0.116831 0.031737
1.578000 1.419444 -0.002917 -0.001656 0.000693 3.603201 0.047030 -0.116839 0.044001
1.598000 1.493638 -0.001532 -0.001656 0.001935 3.698005 0.078077 -0.116833 0.065679
1.618000 1.569744 -0.000046 -0.001656 0.003061 3.793947 0.072362 -0.116831 0.049598
1.638000 1.647712 0.000416 -0.001656 0.002966 3.884950 -0.008542 -0.115841 -0.035899
1.658000 1.727473 -0.001571 -0.001607 0.000515 3.975640 -0.126059 -0.109842 -0.138099
1.678000 1.809056 -0.005056 -0.001605 -0.002948 4.066126 -0.168093 -0.114601 -0.149998
1.698000 1.892467 -0.006340 -0.001532 -0.003654 4.159482 -0.047438 -0.093150 -0.017030
1.718000 1.977750 -0.005275 -0.001316 -0.001987 4.253494 0.070744 -0.084324 0.091960
1.738000 2.064899 -0.002827 -0.001362 0.000712 4.347434 0.115933 -0.105069 0.114787
1.758000 2.153957 -0.001604 -0.001531 0.001740 4.443198 0.027511 -0.113755 0.012752
