# stamp x y z yaw vx vy vz angular_v
0.174000 0.000000 0.000000 -0.000709 0.000000 0.000001 -0.000016 -0.088711 -0.000009
0.194000 0.000001 0.000000 -0.001311 0.000000 -0.000010 -0.000010 -0.110497 -0.000003
0.214000 0.000002 0.000000 -0.001549 0.000000 -0.000020 -0.000014 -0.115420 -0.000004
0.234000 0.000004 0.000000 -0.001626 0.000000 -0.000025 -0.000014 -0.116533 -0.000004
0.254000 0.000006 0.000000 -0.001648 0.000000 -0.000027 -0.000014 -0.116785 -0.000004
0.274000 0.000008 0.000000 -0.001655 0.000000 -0.000028 -0.000014 -0.116842 -0.000004
0.294000 0.000009 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116855 -0.000004
0.314000 0.000011 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116858 -0.000004
0.334000 0.000013 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.354000 0.000015 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.374000 0.000016 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.394000 0.000018 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.414000 0.000020 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.434000 0.000022 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.454000 0.000023 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.474000 0.000025 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.494000 0.000027 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.514000 0.000029 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.534000 0.000030 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.554000 0.000032 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.574000 0.000034 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.594000 0.000036 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.614000 0.000037 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.634000 0.000039 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.654000 0.000041 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.674000 0.000043 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.694000 0.000044 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.714000 0.000046 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
0.734000 0.000048 0.000000 -0.001657 0.000000 -0.000028 -0.000015 -0.116859 -0.000004
