# stamp x y z yaw
5.662000 12.801661 1.108521 -0.001657 0.165965
5.682000 12.856311 1.118788 -0.001656 0.167194
5.702000 12.910898 1.129365 -0.001657 0.168566
5.722000 12.965558 1.139468 -0.001657 0.169400
5.742000 13.020230 1.149439 -0.001657 0.170041
5.762000 13.074892 1.159492 -0.001657 0.170714
5.782000 13.129568 1.169424 -0.001657 0.171245
5.802000 13.184235 1.179420 -0.001657 0.171800
5.822000 13.238864 1.189647 -0.001657 0.172565
5.842000 13.293482 1.199938 -0.001657 0.173359
5.862000 13.348067 1.210425 -0.001657 0.174338
5.882000 13.402538 1.221589 -0.001657 0.175916
5.902000 13.457017 1.232714 -0.001657 0.177409
5.922000 13.511398 1.244337 -0.001657 0.179330
5.942000 13.565718 1.256304 -0.001657 0.181502
5.962000 13.619996 1.268469 -0.001657 0.183797
5.982000 13.674069 1.281584 -0.001657 0.186896
6.002000 13.728139 1.294744 -0.001657 0.189917
6.022000 13.782292 1.307541 -0.001657 0.192375
6.042000 13.836412 1.320395 -0.001657 0.194740
6.062000 13.890494 1.333220 -0.001657 0.196913
6.082000 13.944813 1.345079 -0.001656 0.198025
6.102000 13.999074 1.357195 -0.001657 0.199262
6.122000 14.053369 1.369118 -0.001657 0.200245
6.142000 14.107665 1.381001 -0.001657 0.201128
6.162000 14.161933 1.393029 -0.001657 0.202115
6.182000 14.216164 1.405242 -0.001657 0.203233
6.202000 14.270388 1.417488 -0.001657 0.204330
6.222000 14.324544 1.430067 -0.001657 0.205715
6.242000 14.378665 1.442812 -0.001657 0.207197
6.262000 14.432738 1.455765 -0.001657 0.208840
6.282000 14.486653 1.469429 -0.001657 0.211093
6.302000 14.540569 1.483103 -0.001657 0.213268
6.322000 14.594363 1.497250 -0.001657 0.215813
6.342000 14.648045 1.511788 -0.001657 0.218627
6.362000 14.701708 1.526350 -0.001657 0.221330
6.382000 14.755248 1.541281 -0.001657 0.224253
6.402000 14.808736 1.556329 -0.001657 0.227149
6.422000 14.862389 1.570995 -0.001657 0.229470
6.442000 14.916044 1.585653 -0.001657 0.231629
6.462000 14.969659 1.600403 -0.001657 0.233742
6.482000 15.023436 1.614545 -0.001657 0.235141
6.502000 15.077148 1.628914 -0.001657 0.236650
6.522000 15.130868 1.643244 -0.001657 0.238049
6.542000 15.184578 1.657612 -0.001657 0.239403
6.562000 15.238240 1.672154 -0.001657 0.240875
6.582000 15.291808 1.687064 -0.001657 0.242636
6.602000 15.345365 1.701997 -0.001657 0.244342
6.622000 15.398819 1.717326 -0.001657 0.246364
6.642000 15.452201 1.732882 -0.001657 0.248519
6.662000 15.505529 1.748628 -0.001657 0.250781
6.682000 15.558657 1.765115 -0.001657 0.253657
6.702000 15.611757 1.781634 -0.001657 0.256452
6.722000 15.664748 1.798619 -0.001657 0.259569
6.742000 15.717565 1.816037 -0.001657 0.262978
6.762000 15.770389 1.833346 -0.001657 0.266093
6.782000 15.823261 1.850498 -0.001657 0.268866
6.802000 15.876027 1.867911 -0.001657 0.271747
6.822000 15.928928 1.885032 -0.001657 0.274155
6.842000 15.981856 1.902130 -0.001657 0.276380
6.862000 16.034719 1.919388 -0.001657 0.278640
6.882000 16.087676 1.936372 -0.001657 0.280500
6.902000 16.140561 1.953541 -0.001657 0.282431
6.922000 16.193388 1.970798 -0.001657 0.284363
6.942000 16.246193 1.988137 -0.001657 0.286272
6.962000 16.298947 2.005677 -0.001657 0.288299
6.982000 16.351553 2.023700 -0.001657 0.290702
7.002000 16.404109 2.041782 -0.001657 0.293064
7.022000 16.456577 2.060249 -0.001657 0.295699
7.042000 16.508893 2.079051 -0.001657 0.298549
7.062000 16.561161 2.097998 -0.001657 0.301432
7.082000 16.613206 2.117669 -0.001657 0.304875
7.102000 16.665155 2.137449 -0.001657 0.308299
7.122000 16.716971 2.157685 -0.001657 0.312014
7.142000 16.768581 2.178326 -0.001657 0.315965
7.162000 16.820210 2.198886 -0.001657 0.319614
7.182000 16.872002 2.219112 -0.001657 0.322704
7.202000 16.923670 2.239651 -0.001657 0.325916
7.222000 16.975459 2.259888 -0.001657 0.328632
7.242000 17.027291 2.280094 -0.001657 0.331138
7.262000 17.078999 2.300524 -0.001657 0.333737
7.282000 17.130735 2.320840 -0.001657 0.336101
7.302000 17.182417 2.341328 -0.001657 0.338493
7.322000 17.234009 2.362018 -0.001657 0.340977
7.342000 17.285535 2.382838 -0.001657 0.343472
7.362000 17.337009 2.403869 -0.001657 0.346067
7.382000 17.388275 2.425438 -0.001657 0.349064
7.402000 17.439449 2.447085 -0.001657 0.352032
7.422000 17.490499 2.469188 -0.001657 0.355316
7.442000 17.541343 2.491635 -0.001657 0.358804
7.462000 17.592139 2.514245 -0.001657 0.362317
7.482000 17.642654 2.537564 -0.001657 0.366346
7.502000 17.693045 2.560986 -0.001657 0.370339
7.522000 17.743291 2.584892 -0.001657 0.374618
7.542000 17.793291 2.609164 -0.001657 0.379085
7.562000 17.843302 2.633435 -0.001657 0.383297
7.582000 17.893442 2.657499 -0.001657 0.387047
7.602000 17.943438 2.681891 -0.001657 0.390910
7.622000 17.993539 2.706017 -0.001657 0.394275
7.642000 18.043686 2.730153 -0.001657 0.397433
7.662000 18.093670 2.754520 -0.001657 0.400668
7.682000 18.143702 2.778785 -0.001657 0.403642
7.702000 18.193654 2.803270 -0.001657 0.406658
7.722000 18.243505 2.827924 -0.001657 0.409709
7.742000 18.293287 2.852722 -0.001657 0.412752
7.762000 18.342973 2.877768 -0.001657 0.415913
7.782000 18.392391 2.903325 -0.001657 0.419440
7.802000 18.441713 2.928967 -0.001657 0.422927
7.822000 18.490864 2.955133 -0.001657 0.426779
7.842000 18.539714 2.981697 -0.001657 0.430889
7.862000 18.588510 3.008427 -0.001657 0.435005
7.882000 18.636948 3.035871 -0.001657 0.439628
7.902000 18.685235 3.063442 -0.001657 0.444229
7.922000 18.733318 3.091561 -0.001657 0.449159
7.942000 18.781095 3.120071 -0.001657 0.454293
7.962000 18.828839 3.148657 -0.001657 0.459236
7.982000 18.876571 3.177314 -0.001657 0.463977
8.002000 18.924135 3.206265 -0.001657 0.468769
8.022000 18.971728 3.235070 -0.001657 0.473152
8.042000 19.019351 3.263956 -0.001657 0.477345
8.062000 19.066795 3.293073 -0.001657 0.481555
8.082000 19.114345 3.322006 -0.001657 0.485365
8.102000 19.161760 3.351226 -0.001657 0.489238
8.122000 19.209101 3.380483 -0.001657 0.492967
8.142000 19.256417 3.409849 -0.001657 0.496600
8.162000 19.303566 3.439497 -0.001657 0.500362
8.182000 19.350468 3.469515 -0.001657 0.504345
8.202000 19.397273 3.499658 -0.001657 0.508285
