# stamp x y z yaw linear_v angular_v
3.076000 6.283736 0.010283 -0.001644 0.005866 2.777142 -0.117497
3.096000 6.339269 0.008418 -0.001652 0.003834 2.776436 -0.096265
3.116000 6.394739 0.005939 -0.001655 0.000951 2.773205 -0.199288
3.136000 6.450139 0.001472 -0.001653 -0.003736 2.772747 -0.264048
3.156000 6.505577 -0.003150 -0.001655 -0.008068 2.767841 -0.182983
3.176000 6.560634 -0.004366 -0.001551 -0.008428 2.754351 -0.025984
3.196000 6.615634 -0.002687 -0.001419 -0.006223 2.745795 0.120326
3.216000 6.670606 0.001583 -0.001368 -0.001467 2.733036 0.258911
3.236000 6.725734 0.008304 -0.001334 0.005476 2.757361 0.375697
3.256000 6.780850 0.016454 -0.001331 0.013494 2.745659 0.405586
3.276000 6.835468 0.022274 -0.001485 0.018214 2.732061 0.232449
3.296000 6.889917 0.025364 -0.001531 0.019893 2.722388 0.089712
3.316000 6.944521 0.025499 -0.001434 0.018958 2.721502 -0.067238
3.336000 6.999587 0.023262 -0.001315 0.015711 2.765385 -0.195677
3.356000 7.055041 0.019608 -0.001332 0.011245 2.775014 -0.237746
3.376000 7.110537 0.016945 -0.001503 0.008174 2.776974 -0.086991
3.396000 7.166066 0.016172 -0.001601 0.006781 2.775788 -0.056742
3.416000 7.221591 0.015271 -0.001639 0.005240 2.776619 -0.083365
3.436000 7.277120 0.013880 -0.001652 0.003579 2.776520 -0.077217
3.456000 7.332645 0.012357 -0.001655 0.001817 2.774637 -0.105080
3.476000 7.388101 0.009403 -0.001656 -0.001459 2.770071 -0.187166
3.496000 7.443542 0.005782 -0.001656 -0.005019 2.771075 -0.155572
3.516000 7.498907 0.001678 -0.001656 -0.009162 2.767678 -0.254169
3.536000 7.554136 -0.004534 -0.001653 -0.015134 2.756519 -0.331033
3.556000 7.609331 -0.011076 -0.001655 -0.020831 2.750848 -0.255404
3.576000 7.663961 -0.014460 -0.001584 -0.022551 2.732850 -0.096327
3.596000 7.718336 -0.014932 -0.001492 -0.021649 2.717231 0.046014
3.616000 7.772744 -0.012738 -0.001424 -0.018168 2.709791 0.191958
3.636000 7.827706 -0.008149 -0.001333 -0.012479 2.754793 0.317177
3.656000 7.883023 -0.001875 -0.001317 -0.005417 2.759928 0.374835
3.676000 7.938447 0.003661 -0.001484 0.000355 2.778240 0.238593
3.696000 7.994083 0.007367 -0.001592 0.004205 2.778294 0.169735
3.716000 8.049641 0.009943 -0.001634 0.006337 2.776562 0.055044
3.736000 8.105186 0.009210 -0.001480 0.005267 2.778071 -0.090070
3.756000 8.160645 0.006815 -0.001365 0.002835 2.767813 -0.125102
3.776000 8.216031 0.004939 -0.001503 0.001037 2.769783 -0.031034
3.796000 8.271561 0.004780 -0.001600 0.000565 2.776285 -0.018513
3.816000 8.327075 0.003727 -0.001639 -0.001004 2.773994 -0.142308
3.836000 8.382542 0.000312 -0.001647 -0.004401 2.773864 -0.206620
3.856000 8.437981 -0.003498 -0.001652 -0.007711 2.768809 -0.130628
3.876000 8.493129 -0.003762 -0.001531 -0.007192 2.758662 0.023934
3.896000 8.548356 -0.001197 -0.001364 -0.004211 2.754692 0.176490
3.916000 8.603705 0.003715 -0.001315 0.001149 2.765212 0.301848
3.936000 8.659101 0.011010 -0.001327 0.008548 2.764624 0.397534
3.956000 8.714273 0.019521 -0.001384 0.016773 2.746835 0.420550
3.976000 8.768867 0.025650 -0.001525 0.021625 2.730639 0.240331
3.996000 8.823220 0.029086 -0.001545 0.023363 2.717703 0.096736
4.016000 8.877594 0.029545 -0.001460 0.022494 2.711588 -0.055977
4.036000 8.932313 0.027413 -0.001351 0.019160 2.739923 -0.190607
4.056000 8.987553 0.023382 -0.001303 0.014054 2.761511 -0.279379
4.076000 9.042832 0.019418 -0.001450 0.009485 2.765490 -0.182020
4.096000 9.098336 0.017280 -0.001579 0.006767 2.776579 -0.108050
4.116000 9.153864 0.015996 -0.001632 0.005093 2.776096 -0.014076
4.136000 9.209387 0.016084 -0.001649 0.004699 2.775658 -0.022229
4.156000 9.264923 0.015851 -0.001654 0.003941 2.775567 -0.080679
4.176000 9.320436 0.013901 -0.001655 0.001617 2.776016 -0.147536
4.196000 9.375952 0.011369 -0.001655 -0.000886 2.776629 -0.112270
4.216000 9.431479 0.008439 -0.001656 -0.003993 2.773558 -0.210957
4.236000 9.486842 0.003416 -0.001653 -0.009019 2.767650 -0.289210
4.256000 9.542217 -0.002028 -0.001655 -0.013918 2.764220 -0.216362
4.276000 9.597163 -0.004192 -0.001566 -0.014811 2.749082 -0.053616
4.296000 9.651960 -0.003416 -0.001451 -0.013134 2.737309 0.088274
4.316000 9.706759 -0.000011 -0.001393 -0.008890 2.725421 0.231362
4.336000 9.761831 0.005842 -0.001336 -0.002424 2.758754 0.353520
4.356000 9.816975 0.013076 -0.001317 0.005038 2.745864 0.372929
4.376000 9.871642 0.017896 -0.001476 0.009205 2.734825 0.200970
4.396000 9.926192 0.019874 -0.001511 0.010438 2.727167 0.063935
4.416000 9.980931 0.019046 -0.001403 0.009123 2.741363 -0.094002
4.436000 10.036269 0.016230 -0.001292 0.005840 2.775472 -0.184045
4.456000 10.091672 0.012595 -0.001406 0.002064 2.764979 -0.173663
4.476000 10.147075 0.010795 -0.001556 0.000264 2.774319 -0.032998
4.496000 10.202602 0.010821 -0.001620 -0.000058 2.774244 -0.011086
4.516000 10.258098 0.010039 -0.001644 -0.001212 2.775685 -0.112205
4.536000 10.313608 0.007581 -0.001652 -0.003485 2.775588 -0.119175
4.556000 10.369118 0.005223 -0.001655 -0.005596 2.774138 -0.115359
4.576000 10.424539 0.001556 -0.001656 -0.009168 2.767242 -0.206221
4.596000 10.479924 -0.002858 -0.001656 -0.013111 2.768265 -0.175747
4.616000 10.535020 -0.005402 -0.001630 -0.014540 2.749443 -0.049655
4.636000 10.589804 -0.004457 -0.001469 -0.012695 2.737248 0.096256
4.656000 10.644636 -0.000901 -0.001377 -0.008311 2.724757 0.239443
4.676000 10.699535 0.005211 -0.001349 -0.001598 2.749351 0.359799
4.696000 10.754705 0.013380 -0.001317 0.006900 2.746422 0.455450
4.716000 10.809487 0.021151 -0.001416 0.014208 2.734094 0.353805
4.736000 10.863964 0.026165 -0.001536 0.017953 2.724821 0.183611
4.756000 10.918359 0.028193 -0.001501 0.018883 2.718722 0.043378
4.776000 10.973032 0.027489 -0.001389 0.017177 2.722788 -0.107690
4.796000 11.028166 0.024564 -0.001308 0.013317 2.765539 -0.224259
4.816000 11.083577 0.020982 -0.001384 0.009185 2.770164 -0.177612
4.836000 11.139064 0.019596 -0.001543 0.007456 2.775693 -0.035745
4.856000 11.194582 0.019618 -0.001615 0.006757 2.773766 -0.039053
4.876000 11.250109 0.019070 -0.001643 0.005601 2.776935 -0.076670
4.896000 11.305644 0.017967 -0.001653 0.004272 2.776738 -0.063752
4.916000 11.361130 0.016133 -0.001656 0.001977 2.773646 -0.175379
4.936000 11.416569 0.012250 -0.001653 -0.002176 2.774146 -0.240818
4.956000 11.472048 0.007852 -0.001654 -0.006483 2.773921 -0.218653
4.976000 11.527402 0.002480 -0.001655 -0.011657 2.760759 -0.276142
4.996000 11.582621 -0.003600 -0.001656 -0.017182 2.754726 -0.250957
5.016000 11.637393 -0.007941 -0.001638 -0.020236 2.731408 -0.134000
5.036000 11.691687 -0.008950 -0.001526 -0.019998 2.714247 0.010892
5.056000 11.745801 -0.007275 -0.001453 -0.017095 2.698137 0.154356
5.076000 11.800390 -0.003070 -0.001366 -0.011863 2.730969 0.285196
5.096000 11.855548 0.003183 -0.001304 -0.004788 2.755162 0.381581
5.116000 11.910876 0.009866 -0.001407 0.002107 2.762727 0.312914
5.136000 11.966423 0.014169 -0.001550 0.006227 2.779388 0.154688
5.156000 12.022043 0.016826 -0.001611 0.008672 2.780911 0.078849
5.176000 12.077627 0.016720 -0.001578 0.007864 2.782003 -0.082367
5.196000 12.133135 0.014277 -0.001443 0.005151 2.771275 -0.146451
5.216000 12.188526 0.011534 -0.001518 0.002412 2.765448 -0.090572
5.236000 12.244010 0.010670 -0.001603 0.001286 2.776601 -0.025874
5.256000 12.299538 0.010071 -0.001639 0.000272 2.774467 -0.084922
5.276000 12.355020 0.007662 -0.001651 -0.002404 2.774881 -0.173193
5.296000 12.410516 0.004438 -0.001654 -0.005422 2.776187 -0.140233
5.316000 12.465839 0.003045 -0.001632 -0.006025 2.761585 -0.002025
5.336000 12.521026 0.005264 -0.001423 -0.003386 2.754858 0.146167
5.356000 12.576251 0.009487 -0.001310 0.000904 2.757730 0.215461
5.376000 12.631014 0.011340 -0.001453 0.002114 2.738704 0.060229
5.396000 12.685512 0.010145 -0.001496 0.000661 2.722880 -0.072398
5.416000 12.740056 0.006106 -0.001397 -0.003420 2.722901 -0.219717
5.436000 12.794999 -0.000160 -0.001305 -0.009605 2.747049 -0.336533
5.456000 12.850053 -0.007582 -0.001359 -0.016578 2.752666 -0.347948
5.476000 12.904878 -0.012563 -0.001511 -0.020257 2.743166 -0.177297
5.496000 12.959638 -0.014609 -0.001506 -0.021045 2.737971 -0.035342
5.516000 13.014639 -0.013999 -0.001393 -0.019356 2.760556 0.118073
5.536000 13.070196 -0.011628 -0.001308 -0.015992 2.777361 0.180863
5.556000 13.125711 -0.008702 -0.001451 -0.012400 2.769011 0.150056
5.576000 13.181215 -0.007810 -0.001577 -0.010864 2.777651 0.021969
5.596000 13.236762 -0.008476 -0.001626 -0.010565 2.774978 0.021958
5.616000 13.292301 -0.007976 -0.001647 -0.009082 2.778256 0.133214
5.636000 13.347908 -0.005204 -0.001651 -0.005889 2.780172 0.186796
5.656000 13.403512 -0.002095 -0.001653 -0.002532 2.776672 0.173236
5.676000 13.459040 0.001950 -0.001655 0.001825 2.768638 0.229489
5.696000 13.514463 0.006689 -0.001656 0.006522 2.762061 0.210227
5.716000 13.569468 0.009676 -0.001629 0.008863 2.743090 0.101544
5.736000 13.624068 0.009261 -0.001483 0.007892 2.728817 -0.046981
5.756000 13.678574 0.006192 -0.001403 0.004315 2.715757 -0.187169
5.776000 13.733203 0.000545 -0.001354 -0.001620 2.735166 -0.316323
5.796000 13.788152 -0.007160 -0.001311 -0.009428 2.743262 -0.416108
5.816000 13.842884 -0.014455 -0.001414 -0.016073 2.733673 -0.314593
5.836000 13.897383 -0.018887 -0.001534 -0.019276 2.726386 -0.160816
5.856000 13.951882 -0.020370 -0.001488 -0.019662 2.722755 -0.007817
5.876000 14.006777 -0.019259 -0.001362 -0.017485 2.748033 0.137100
5.896000 14.062240 -0.016240 -0.001299 -0.013495 2.781394 0.223324
5.916000 14.117848 -0.013052 -0.001430 -0.009799 2.777921 0.141625
5.936000 14.173436 -0.012329 -0.001565 -0.008636 2.777677 0.015640
5.956000 14.228971 -0.012965 -0.001621 -0.008409 2.773633 0.026004
5.976000 14.284521 -0.012119 -0.001644 -0.006839 2.780203 0.120685
5.996000 14.340131 -0.010261 -0.001653 -0.004763 2.780197 0.095916
6.016000 14.395693 -0.007926 -0.001656 -0.001951 2.776428 0.197629
6.036000 14.451214 -0.003546 -0.001654 0.002729 2.776462 0.268961
6.056000 14.506815 0.001414 -0.001655 0.007623 2.776485 0.244492
6.076000 14.562262 0.007353 -0.001656 0.013310 2.760686 0.302525
6.096000 14.617564 0.014041 -0.001656 0.019380 2.754192 0.278780
6.116000 14.672321 0.018832 -0.001630 0.022761 2.730851 0.154787
6.136000 14.726649 0.020350 -0.001513 0.022895 2.715741 0.007304
6.156000 14.780799 0.019196 -0.001445 0.020348 2.702316 -0.134105
6.176000 14.835395 0.015459 -0.001361 0.015503 2.735512 -0.266052
6.196000 14.890509 0.009754 -0.001302 0.008810 2.757444 -0.362305
6.216000 14.945797 0.003442 -0.001413 0.002034 2.768232 -0.311590
6.236000 15.001310 -0.000489 -0.001552 -0.001896 2.778887 -0.145095
6.256000 15.056855 -0.002605 -0.001605 -0.004038 2.778157 -0.059961
6.276000 15.112423 -0.002212 -0.001608 -0.003286 2.779638 0.077908
6.296000 15.167967 -0.000113 -0.001598 -0.001245 2.771511 0.116117
6.316000 15.223479 0.002131 -0.001628 0.000806 2.777498 0.061916
6.336000 15.279052 0.003474 -0.001646 0.002232 2.778004 0.055510
6.356000 15.334616 0.004772 -0.001654 0.003453 2.775259 0.027979
6.376000 15.390051 0.003493 -0.001619 0.001734 2.770099 -0.125045
6.396000 15.445484 -0.000332 -0.001469 -0.002129 2.773164 -0.216180
